cleaned_text,sentimen,text_without_stopwords,test_nltk,tokens
karena pasti meskipun saya bukan salah satu dari korban yang pernah mengalami mimpi buruk itu rasanya menolong orang yang jadi korban kdrt dan kasus rumah tangga lainnya itu sangat sangat sulit apalagi kebanyakan tim yang terlibat haruslah wanita saya tak bisa membayangkan bagaimana rasanya,negatif,pasti bukan salah satu korban pernah mengalami mimpi buruk rasanya menolong orang korban kdrt kasus rumah tangga lainnya sangat sangat sulit kebanyakan tim terlibat haruslah wanita tak membayangkan bagaimana rasanya,salah korban mengalami mimpi buruk menolong orang korban kdrt rumah tangga sulit kebanyakan tim terlibat wanita membayangkan,"['pasti', 'bukan', 'salah', 'satu', 'korban', 'pernah', 'mengalami', 'mimpi', 'buruk', 'rasanya', 'menolong', 'orang', 'korban', 'kdrt', 'kasus', 'rumah', 'tangga', 'lainnya', 'sangat', 'sangat', 'sulit', 'kebanyakan', 'tim', 'terlibat', 'haruslah', 'wanita', 'tak', 'membayangkan', 'bagaimana', 'rasanya']"
bayangkan kalau zina kena sial rumah tetapi kdrt yang sial cuma yang jadi korban seru sekali jadi tetangga macam dia,negatif,bayangkan zina kena sial rumah kdrt sial cuma korban seru sekali tetangga macam,bayangkan zina kena sial rumah kdrt sial korban seru tetangga,"['bayangkan', 'zina', 'kena', 'sial', 'rumah', 'kdrt', 'sial', 'cuma', 'korban', 'seru', 'sekali', 'tetangga', 'macam']"
pikir dong tuhan memberi kamu akal buat berpikir bukan buat mati konyol cuma karena berteguh patuh sama suami,negatif,pikir dong tuhan memberi akal buat berpikir bukan buat mati konyol cuma berteguh patuh sama suami,pikir tuhan akal berpikir mati konyol berteguh patuh suami,"['pikir', 'dong', 'tuhan', 'memberi', 'akal', 'buat', 'berpikir', 'bukan', 'buat', 'mati', 'konyol', 'cuma', 'berteguh', 'patuh', 'sama', 'suami']"
saya bersyukur teman temanku banyak feminis yang benaran progresif pengabdian masyarakat gabung dan mendirikan oranganisasi keperempuanan turun ke lebih langsung ngebantu korban kdrt saya mengagumi wanitawanita ini,positif,bersyukur teman temanku banyak feminis benaran progresif pengabdian masyarakat gabung mendirikan oranganisasi keperempuanan turun lebih langsung ngebantu korban kdrt mengagumi wanitawanita,bersyukur teman temanku feminis benaran progresif pengabdian masyarakat gabung mendirikan oranganisasi keperempuanan turun langsung ngebantu korban kdrt mengagumi wanitawanita,"['bersyukur', 'teman', 'temanku', 'banyak', 'feminis', 'benaran', 'progresif', 'pengabdian', 'masyarakat', 'gabung', 'mendirikan', 'oranganisasi', 'keperempuanan', 'turun', 'lebih', 'langsung', 'ngebantu', 'korban', 'kdrt', 'mengagumi', 'wanitawanita']"
tahun lalu media indonesia mewawancarai pendiri rumah bulan misi mereka bukan hanya menolong korban dengan memberi tempat tinggal aman bantuan hukum dan pemulihan psikologis tetapi juga menolong korban dengan memberi pelatihan agar kembali berdaya pasca tertimpa kdrt ayo kita bantu,positif,tahun lalu media indonesia mewawancarai pendiri rumah bulan misi bukan menolong korban memberi tempat tinggal aman bantuan hukum pemulihan psikologis menolong korban memberi pelatihan kembali berdaya pasca tertimpa kdrt ayo bantu,media indonesia mewawancarai pendiri rumah misi menolong korban tinggal aman bantuan hukum pemulihan psikologis menolong korban pelatihan berdaya pasca tertimpa kdrt ayo bantu,"['tahun', 'lalu', 'media', 'indonesia', 'mewawancarai', 'pendiri', 'rumah', 'bulan', 'misi', 'bukan', 'menolong', 'korban', 'memberi', 'tempat', 'tinggal', 'aman', 'bantuan', 'hukum', 'pemulihan', 'psikologis', 'menolong', 'korban', 'memberi', 'pelatihan', 'kembali', 'berdaya', 'pasca', 'tertimpa', 'kdrt', 'ayo', 'bantu']"
tetap semangat dan konsisten jadi beban dalam keadaan apapun saya curiga ni anak korban kdrt atau bagaimana wkwkwkwk,negatif,tetap semangat konsisten beban keadaan apapun curiga ni anak korban kdrt bagaimana wkwkwkwk,semangat konsisten beban apapun curiga ni anak korban kdrt wkwkwkwk,"['tetap', 'semangat', 'konsisten', 'beban', 'keadaan', 'apapun', 'curiga', 'ni', 'anak', 'korban', 'kdrt', 'bagaimana', 'wkwkwkwk']"
punya otak itu dipakai buat mikir oh iya saya jadi korban kdrt apa ya yang harus saya lakukan manusia normal akan nyari perlindungan itu sudah hukum alam dimana manusia itu butuh perlindungan kamu bukannya menyelesaikan masalah malah buat pertanyaan tolol,negatif,punya otak dipakai buat mikir iya korban kdrt apa lakukan manusia normal nyari perlindungan hukum alam manusia butuh perlindungan bukannya menyelesaikan masalah buat pertanyaan tolol,otak dipakai mikir oh iya korban kdrt lakukan manusia normal nyari perlindungan hukum alam dimana manusia butuh perlindungan menyelesaikan tolol,"['punya', 'otak', 'dipakai', 'buat', 'mikir', 'iya', 'korban', 'kdrt', 'apa', 'lakukan', 'manusia', 'normal', 'nyari', 'perlindungan', 'hukum', 'alam', 'manusia', 'butuh', 'perlindungan', 'bukannya', 'menyelesaikan', 'masalah', 'buat', 'pertanyaan', 'tolol']"
kita tuh perlu taruh perhatian ke korban kdrt korban pelecehan korban kekerasan korban kezaliman bukan hal hal sepele begini lah astaghfirullah,positif,tuh perlu taruh perhatian korban kdrt korban pelecehan korban kekerasan korban kezaliman bukan hal sepele begini lah astaghfirullah,tuh taruh perhatian korban kdrt korban pelecehan korban kekerasan korban kezaliman sepele astaghfirullah,"['tuh', 'perlu', 'taruh', 'perhatian', 'korban', 'kdrt', 'korban', 'pelecehan', 'korban', 'kekerasan', 'korban', 'kezaliman', 'bukan', 'hal', 'sepele', 'begini', 'lah', 'astaghfirullah']"
perempuanperempuan di luar sana termasuk teman teman saya banyak yang berada di lingkungan yang penuh laki brengsek,negatif,perempuanperempuan luar sana termasuk teman teman banyak berada lingkungan penuh laki brengsek,perempuanperempuan teman teman lingkungan penuh laki brengsek,"['perempuanperempuan', 'luar', 'sana', 'termasuk', 'teman', 'teman', 'banyak', 'berada', 'lingkungan', 'penuh', 'laki', 'brengsek']"
laki di sekitar saya sih alhamdulillah baik semua,positif,laki sekitar sih alhamdulillah baik,laki sih alhamdulillah,"['laki', 'sekitar', 'sih', 'alhamdulillah', 'baik']"
jahatnyaaa sama laki kasihan tiap hari disuruh urus rumah sama cari duit belum lagi istrinya cuma tahu mandiin burung sama ngerokok doang kasihan rawan jadi korban pemerkosaan sama kdrt kasihan banget pokoknya mah,negatif,jahatnyaaa sama laki kasihan hari disuruh urus rumah sama cari duit istrinya cuma tahu mandiin burung sama ngerokok doang kasihan rawan korban pemerkosaan sama kdrt kasihan banget pokoknya,jahatnyaaa laki kasihan disuruh urus rumah cari duit istrinya mandiin burung ngerokok doang kasihan rawan korban pemerkosaan kdrt kasihan banget pokoknya,"['jahatnyaaa', 'sama', 'laki', 'kasihan', 'hari', 'disuruh', 'urus', 'rumah', 'sama', 'cari', 'duit', 'istrinya', 'cuma', 'tahu', 'mandiin', 'burung', 'sama', 'ngerokok', 'doang', 'kasihan', 'rawan', 'korban', 'pemerkosaan', 'sama', 'kdrt', 'kasihan', 'banget', 'pokoknya']"
harusnya pasokan arv ditiadakan saja agar tobat bangsat yang bilang begitu odhiv pasti arv tidak bisa diputus dan odhiv tidak cuma dari tukang selingkuh tetapi bisa pada perempuan korban kdrt karena suaminya jajan dan anak yang tertular dari orang tuanya,negatif,harusnya pasokan arv ditiadakan tobat bangsat bilang odhiv arv diputus odhiv cuma tukang selingkuh perempuan korban kdrt suaminya jajan anak tertular orang tuanya,pasokan arv ditiadakan tobat bangsat bilang odhiv arv diputus odhiv tukang selingkuh perempuan korban kdrt suaminya jajan anak tertular orang tuanya,"['harusnya', 'pasokan', 'arv', 'ditiadakan', 'tobat', 'bangsat', 'bilang', 'odhiv', 'arv', 'diputus', 'odhiv', 'cuma', 'tukang', 'selingkuh', 'perempuan', 'korban', 'kdrt', 'suaminya', 'jajan', 'anak', 'tertular', 'orang', 'tuanya']"
kemarin bela laki korban kdrt yang dianiaya istrinya kebanyakan perempuan sementara laki banyak yang malah menyalahkan korban ngatain banci segala macam kalau lakinya memang misoginis dan patriarkis untuk apa juga mesti dibela,negatif,kemarin bela laki korban kdrt dianiaya istrinya kebanyakan perempuan laki banyak menyalahkan korban ngatain banci segala macam lakinya misoginis patriarkis apa mesti dibela,kemarin bela laki korban kdrt dianiaya istrinya kebanyakan perempuan laki menyalahkan korban ngatain banci lakinya misoginis patriarkis mesti dibela,"['kemarin', 'bela', 'laki', 'korban', 'kdrt', 'dianiaya', 'istrinya', 'kebanyakan', 'perempuan', 'laki', 'banyak', 'menyalahkan', 'korban', 'ngatain', 'banci', 'segala', 'macam', 'lakinya', 'misoginis', 'patriarkis', 'apa', 'mesti', 'dibela']"
orang aneh yang menganggap pasangan sendiri adalah orang asing kecuali korban perjodohan kaya se tidak butuh itu kah kalian terhadap afeksi korban kdrt kah duh,negatif,orang aneh menganggap pasangan sendiri orang asing korban perjodohan kaya se butuh kalian afeksi korban kdrt kah duh,orang aneh menganggap pasangan orang asing kecuali korban perjodohan kaya butuh kah afeksi korban kdrt kah duh,"['orang', 'aneh', 'menganggap', 'pasangan', 'sendiri', 'orang', 'asing', 'korban', 'perjodohan', 'kaya', 'se', 'butuh', 'kalian', 'afeksi', 'korban', 'kdrt', 'kah', 'duh']"
saya mama dan kedua adik saya adalah korban kdrt yang dilakukan oleh ayah saya selama tahun usia pernikahan,negatif,mama kedua adik korban kdrt dilakukan ayah selama tahun usia pernikahan,mama adik korban kdrt ayah usia pernikahan,"['mama', 'kedua', 'adik', 'korban', 'kdrt', 'dilakukan', 'ayah', 'selama', 'tahun', 'usia', 'pernikahan']"
ketika kekerasan dalam rumah tangga kdrt terjadi korban sering merasa sendirian dan tidak berdaya namun tidak ada yang sendiri dalam ketidakadilan begitu menerima laporan tim reskrimum resmob dan unit ppa polda banten segera bergerak,positif,kekerasan rumah tangga kdrt terjadi korban sering merasa sendirian berdaya sendiri ketidakadilan menerima laporan tim reskrimum resmob unit ppa polda banten segera bergerak,kekerasan rumah tangga kdrt korban berdaya ketidakadilan menerima laporan tim reskrimum resmob unit ppa polda banten bergerak,"['kekerasan', 'rumah', 'tangga', 'kdrt', 'terjadi', 'korban', 'sering', 'merasa', 'sendirian', 'berdaya', 'sendiri', 'ketidakadilan', 'menerima', 'laporan', 'tim', 'reskrimum', 'resmob', 'unit', 'ppa', 'polda', 'banten', 'segera', 'bergerak']"
ketika kekerasan dalam rumah tangga kdrt terjadi korban sering merasa sendirian dan tidak berdaya namun tidak ada yang sendiri dalam ketidakadilan begitu menerima laporan tim reskrimum resmob dan unit ppa polda banten segera bergerak,positif,kekerasan rumah tangga kdrt terjadi korban sering merasa sendirian berdaya sendiri ketidakadilan menerima laporan tim reskrimum resmob unit ppa polda banten segera bergerak,kekerasan rumah tangga kdrt korban berdaya ketidakadilan menerima laporan tim reskrimum resmob unit ppa polda banten bergerak,"['kekerasan', 'rumah', 'tangga', 'kdrt', 'terjadi', 'korban', 'sering', 'merasa', 'sendirian', 'berdaya', 'sendiri', 'ketidakadilan', 'menerima', 'laporan', 'tim', 'reskrimum', 'resmob', 'unit', 'ppa', 'polda', 'banten', 'segera', 'bergerak']"
ketika kekerasan dalam rumah tangga kdrt terjadi korban sering merasa sendirian dan tidak berdaya namun tidak ada yang sendiri dalam ketidakadilan begitu menerima laporan tim reskrimum resmob dan unit ppa polda banten segera bergerak,positif,kekerasan rumah tangga kdrt terjadi korban sering merasa sendirian berdaya sendiri ketidakadilan menerima laporan tim reskrimum resmob unit ppa polda banten segera bergerak,kekerasan rumah tangga kdrt korban berdaya ketidakadilan menerima laporan tim reskrimum resmob unit ppa polda banten bergerak,"['kekerasan', 'rumah', 'tangga', 'kdrt', 'terjadi', 'korban', 'sering', 'merasa', 'sendirian', 'berdaya', 'sendiri', 'ketidakadilan', 'menerima', 'laporan', 'tim', 'reskrimum', 'resmob', 'unit', 'ppa', 'polda', 'banten', 'segera', 'bergerak']"
sudah ada kan kejadian kdrt tetapi tidak ditanggapi akhirnya korban kdrt tewas masa harus tunggu korban kdrt tewas dulu baru ditanggapi,negatif,ada kan kejadian kdrt ditanggapi akhirnya korban kdrt tewas masa tunggu korban kdrt tewas dulu baru ditanggapi,kejadian kdrt ditanggapi korban kdrt tewas tunggu korban kdrt tewas ditanggapi,"['ada', 'kan', 'kejadian', 'kdrt', 'ditanggapi', 'akhirnya', 'korban', 'kdrt', 'tewas', 'masa', 'tunggu', 'korban', 'kdrt', 'tewas', 'dulu', 'baru', 'ditanggapi']"
jadi ingat kemarin suami yang korban kdrt sampai diselamatkan keluarga tetapi malah kabur masih saja disalahkan direndahkan dikatakan cowok lemah dan lainlainnya,negatif,ingat kemarin suami korban kdrt diselamatkan keluarga kabur disalahkan direndahkan dikatakan cowok lemah lainlainnya,kemarin suami korban kdrt diselamatkan keluarga kabur disalahkan direndahkan cowok lemah lainlainnya,"['ingat', 'kemarin', 'suami', 'korban', 'kdrt', 'diselamatkan', 'keluarga', 'kabur', 'disalahkan', 'direndahkan', 'dikatakan', 'cowok', 'lemah', 'lainlainnya']"
bantu sewa rumah aman rumah bulan agar kami bisa tetap menyediakan tempat singgah bagi para korban kdrt dan anak anak asuh kami donasi dapat disalurkan melalui kitabisa,positif,bantu sewa rumah aman rumah bulan tetap menyediakan tempat singgah para korban kdrt anak anak asuh donasi disalurkan melalui kitabisa,bantu sewa rumah aman rumah menyediakan singgah korban kdrt anak anak asuh donasi disalurkan kitabisa,"['bantu', 'sewa', 'rumah', 'aman', 'rumah', 'bulan', 'tetap', 'menyediakan', 'tempat', 'singgah', 'para', 'korban', 'kdrt', 'anak', 'anak', 'asuh', 'donasi', 'disalurkan', 'melalui', 'kitabisa']"
eh eh ini sedih banget yang punya rezeki lebih yuk bisa bantu rumah bulan untuk biaya operasional banyak kluarga korban kdrt yang mereka tampung tetapi biayanya tidak cukup lagi,negatif,eh eh sedih banget punya rezeki lebih yuk bantu rumah bulan biaya operasional banyak kluarga korban kdrt tampung biayanya cukup,eh eh sedih banget rezeki yuk bantu rumah biaya operasional kluarga korban kdrt tampung biayanya,"['eh', 'eh', 'sedih', 'banget', 'punya', 'rezeki', 'lebih', 'yuk', 'bantu', 'rumah', 'bulan', 'biaya', 'operasional', 'banyak', 'kluarga', 'korban', 'kdrt', 'tampung', 'biayanya', 'cukup']"
saya yang cewek dan takut sama cowok sampai sudah pasti tidak mau nikah saja sedih banget baca tuduhan perempuan perempuan lain ke cerita suami tersebut mengapa seperti tidak mau banget cewek disalahin padahal beberapa waktu lalu sudah ada cowok korban kdrt,negatif,cewek takut sama cowok mau nikah sedih banget baca tuduhan perempuan perempuan cerita suami tersebut seperti mau banget cewek disalahin padahal beberapa waktu lalu ada cowok korban kdrt,cewek takut cowok nikah sedih banget baca tuduhan perempuan perempuan cerita suami banget cewek disalahin cowok korban kdrt,"['cewek', 'takut', 'sama', 'cowok', 'mau', 'nikah', 'sedih', 'banget', 'baca', 'tuduhan', 'perempuan', 'perempuan', 'cerita', 'suami', 'tersebut', 'seperti', 'mau', 'banget', 'cewek', 'disalahin', 'padahal', 'beberapa', 'waktu', 'lalu', 'ada', 'cowok', 'korban', 'kdrt']"
karena ini ramai sekalian mau minta tolong teman teman untuk donasi ke rumah bulan yang menjadi rumah aman untuk korban kdrt,positif,ramai sekalian mau minta teman teman donasi rumah bulan menjadi rumah aman korban kdrt,ramai tolong teman teman donasi rumah rumah aman korban kdrt,"['ramai', 'sekalian', 'mau', 'minta', 'teman', 'teman', 'donasi', 'rumah', 'bulan', 'menjadi', 'rumah', 'aman', 'korban', 'kdrt']"
bantu sewa rumah aman rumah bulan agar kami bisa tetap menyediakan tempat singgah bagi para korban kdrt dan anak anak asuh kami donasi dapat disalurkan melalui kitabisa link di bio bni jenius smbc indonesia mitsalinarb,positif,bantu sewa rumah aman rumah bulan tetap menyediakan tempat singgah para korban kdrt anak anak asuh donasi disalurkan melalui kitabisa link bio bni jenius smbc indonesia mitsalinarb,bantu sewa rumah aman rumah menyediakan singgah korban kdrt anak anak asuh donasi disalurkan kitabisa link bio bni jenius smbc indonesia mitsalinarb,"['bantu', 'sewa', 'rumah', 'aman', 'rumah', 'bulan', 'tetap', 'menyediakan', 'tempat', 'singgah', 'para', 'korban', 'kdrt', 'anak', 'anak', 'asuh', 'donasi', 'disalurkan', 'melalui', 'kitabisa', 'link', 'bio', 'bni', 'jenius', 'smbc', 'indonesia', 'mitsalinarb']"
orang orang seperti inilah yang akan menyalahkan korban kekerasan dalam rumah tangga dan pelecehan dikatakan cemen dikatakan alay bodoh dasar bodoh otakmu kosong sekali,negatif,orang orang inilah menyalahkan korban kekerasan rumah tangga pelecehan dikatakan cemen dikatakan alay bodoh dasar bodoh otakmu kosong sekali,orang orang menyalahkan korban kekerasan rumah tangga pelecehan cemen alay bodoh dasar bodoh otakmu kosong,"['orang', 'orang', 'inilah', 'menyalahkan', 'korban', 'kekerasan', 'rumah', 'tangga', 'pelecehan', 'dikatakan', 'cemen', 'dikatakan', 'alay', 'bodoh', 'dasar', 'bodoh', 'otakmu', 'kosong', 'sekali']"
tolong siapapun bantu mba nya mencari keadilan jujur sesama cewek,positif,siapapun bantu mba nya mencari keadilan jujur sesama cewek,tolong bantu mba nya mencari keadilan jujur cewek,"['siapapun', 'bantu', 'mba', 'nya', 'mencari', 'keadilan', 'jujur', 'sesama', 'cewek']"
ini sih akibat suami main slot jujur saya kasihan sama anaknya apalagi masih bayi sudah jadi korban kdrt lihat ini rasanya sakitt bangett,negatif,sih akibat suami main slot jujur kasihan sama anaknya bayi korban kdrt lihat rasanya sakitt bangett,sih akibat suami main slot jujur kasihan anaknya bayi korban kdrt lihat sakitt bangett,"['sih', 'akibat', 'suami', 'main', 'slot', 'jujur', 'kasihan', 'sama', 'anaknya', 'bayi', 'korban', 'kdrt', 'lihat', 'rasanya', 'sakitt', 'bangett']"
saya korban kdrt tengah malam padahal saya berbaik hati ngajakin itu bocah tidur di kamar,negatif,korban kdrt tengah malam padahal berbaik hati ngajakin bocah tidur kamar,korban kdrt malam berbaik hati ngajakin bocah tidur kamar,"['korban', 'kdrt', 'tengah', 'malam', 'padahal', 'berbaik', 'hati', 'ngajakin', 'bocah', 'tidur', 'kamar']"
hari ini sudah disuguhi kasus perempuan meninggal karena jadi korban kdrt disekap berbulanbulan oleh suaminya tidak dikasih makan sampai meninggal kasihan sekali,negatif,hari disuguhi kasus perempuan meninggal korban kdrt disekap berbulanbulan suaminya dikasih makan meninggal kasihan sekali,disuguhi perempuan meninggal korban kdrt disekap berbulanbulan suaminya dikasih makan meninggal kasihan,"['hari', 'disuguhi', 'kasus', 'perempuan', 'meninggal', 'korban', 'kdrt', 'disekap', 'berbulanbulan', 'suaminya', 'dikasih', 'makan', 'meninggal', 'kasihan', 'sekali']"
orang tolot yang seperti itu tidak pantas memberi komentar kepada anak korban kekerasan dalam rumah tangga mereka seharusnya lebih peka terhadap situasi dan tidak merendahkan orang lain,negatif,orang tolot seperti pantas memberi komentar anak korban kekerasan rumah tangga seharusnya lebih peka situasi merendahkan orang,orang tolot komentar anak korban kekerasan rumah tangga peka situasi merendahkan orang,"['orang', 'tolot', 'seperti', 'pantas', 'memberi', 'komentar', 'anak', 'korban', 'kekerasan', 'rumah', 'tangga', 'seharusnya', 'lebih', 'peka', 'situasi', 'merendahkan', 'orang']"
mari jaga diri anak anak generasi penerus bangsa,positif,jaga diri anak anak generasi penerus bangsa,mari jaga anak anak generasi penerus bangsa,"['jaga', 'diri', 'anak', 'anak', 'generasi', 'penerus', 'bangsa']"
jujur sebal banget tetapi dia kasihan karena jadi korban kdrt sama p waktu sudah balik ke rusun nero terus yang dia sama p di rumah kardus itu kasihan si ava ini pintar saya suka disaat anak umur segitu fasenya egosentris si ava bisa lihat sudut pandang lain,negatif,jujur sebal banget kasihan korban kdrt sama p waktu balik rusun nero terus sama p rumah kardus kasihan si ava pintar suka disaat anak umur segitu fasenya egosentris si ava lihat sudut pandang,jujur sebal banget kasihan korban kdrt p rusun nero p rumah kardus kasihan si ava pintar suka disaat anak umur segitu fasenya egosentris si ava lihat sudut pandang,"['jujur', 'sebal', 'banget', 'kasihan', 'korban', 'kdrt', 'sama', 'p', 'waktu', 'balik', 'rusun', 'nero', 'terus', 'sama', 'p', 'rumah', 'kardus', 'kasihan', 'si', 'ava', 'pintar', 'suka', 'disaat', 'anak', 'umur', 'segitu', 'fasenya', 'egosentris', 'si', 'ava', 'lihat', 'sudut', 'pandang']"
negara seringkali menikahkan korban pemerkosaan dengan pelaku pemerkosaan normalisasi kekerasan dalam rumah tangga namun melarang intervensi karena dianggap sebagai aib keluarga serta memaklumi tindakan pedofil yang suka menikahi anak hal ini sangat bertentangan dengan nilainilai agama,negatif,negara seringkali menikahkan korban pemerkosaan pelaku pemerkosaan normalisasi kekerasan rumah tangga melarang intervensi dianggap aib keluarga memaklumi tindakan pedofil suka menikahi anak sangat bertentangan nilainilai agama,negara seringkali menikahkan korban pemerkosaan pelaku pemerkosaan normalisasi kekerasan rumah tangga melarang intervensi dianggap aib keluarga memaklumi tindakan pedofil suka menikahi anak bertentangan nilainilai agama,"['negara', 'seringkali', 'menikahkan', 'korban', 'pemerkosaan', 'pelaku', 'pemerkosaan', 'normalisasi', 'kekerasan', 'rumah', 'tangga', 'melarang', 'intervensi', 'dianggap', 'aib', 'keluarga', 'memaklumi', 'tindakan', 'pedofil', 'suka', 'menikahi', 'anak', 'sangat', 'bertentangan', 'nilainilai', 'agama']"
pak tugas polisi itu cepat tanggap saat ada aduan dari masyarakat tidak berteletele contoh kasus kdrt yang cepat ditangani jangan sdanai tunggu jadi korban meninggal terus kasus pencurian cepat ditangani dan tangkap pelaku itu yang diinginkan masyarakat bukan seperti sekarang ini,negatif,pak tugas polisi cepat tanggap ada aduan masyarakat berteletele contoh kasus kdrt cepat ditangani jangan sdanai tunggu korban meninggal terus kasus pencurian cepat ditangani tangkap pelaku diinginkan masyarakat bukan sekarang,tugas polisi cepat tanggap aduan masyarakat berteletele contoh kdrt cepat ditangani sdanai tunggu korban meninggal pencurian cepat ditangani tangkap pelaku masyarakat,"['pak', 'tugas', 'polisi', 'cepat', 'tanggap', 'ada', 'aduan', 'masyarakat', 'berteletele', 'contoh', 'kasus', 'kdrt', 'cepat', 'ditangani', 'jangan', 'sdanai', 'tunggu', 'korban', 'meninggal', 'terus', 'kasus', 'pencurian', 'cepat', 'ditangani', 'tangkap', 'pelaku', 'diinginkan', 'masyarakat', 'bukan', 'sekarang']"
pagi jadi korban kdrt mana pelakunya sombong ini pelakunya,negatif,pagi korban kdrt mana pelakunya sombong pelakunya,pagi korban kdrt pelakunya sombong pelakunya,"['pagi', 'korban', 'kdrt', 'mana', 'pelakunya', 'sombong', 'pelakunya']"
setahuku dari kabar yang beredar itu anak korban kdrt jadi makin mengilu bayangkan keseharian nya sebelum ini,negatif,setahuku kabar beredar anak korban kdrt makin mengilu bayangkan keseharian nya,setahuku kabar beredar anak korban kdrt mengilu bayangkan keseharian nya,"['setahuku', 'kabar', 'beredar', 'anak', 'korban', 'kdrt', 'makin', 'mengilu', 'bayangkan', 'keseharian', 'nya']"
kdrt selalu menjadi perkara yang dianggap sepele oleh polisi,negatif,kdrt selalu menjadi perkara dianggap sepele polisi,kdrt perkara dianggap sepele polisi,"['kdrt', 'selalu', 'menjadi', 'perkara', 'dianggap', 'sepele', 'polisi']"
biasa saja kali sudah menjadi kewajiban polisi menolong korban pemerkosaan apalagi kebanyakan polisi juga abai biasanya sama korban pemerkosaan kdrt kecuali sudah jadi mayat,negatif,biasa kali menjadi kewajiban polisi menolong korban pemerkosaan kebanyakan polisi abai biasanya sama korban pemerkosaan kdrt mayat,kali kewajiban polisi menolong korban pemerkosaan kebanyakan polisi abai korban pemerkosaan kdrt kecuali mayat,"['biasa', 'kali', 'menjadi', 'kewajiban', 'polisi', 'menolong', 'korban', 'pemerkosaan', 'kebanyakan', 'polisi', 'abai', 'biasanya', 'sama', 'korban', 'pemerkosaan', 'kdrt', 'mayat']"
ini buah dari kebaikan mamanya yang selalu nolong anak korban kdrt jadi sekarang anaknya ditolong orang baik,positif,buah kebaikan mamanya selalu nolong anak korban kdrt sekarang anaknya ditolong orang baik,buah kebaikan mamanya nolong anak korban kdrt anaknya ditolong orang,"['buah', 'kebaikan', 'mamanya', 'selalu', 'nolong', 'anak', 'korban', 'kdrt', 'sekarang', 'anaknya', 'ditolong', 'orang', 'baik']"
kakaknya bapak dan istrinya melihat langsung mamaku dipukulin didepan rumah bukan cuman mereka semua keluarga kakek tahu kalau mamaku korban kdrt dan dulu ada buktinya tetapi waktu mamaku minta cerai mereka menyalahkan mamaku,negatif,kakaknya bapak istrinya melihat langsung mamaku dipukulin didepan rumah bukan cuman keluarga kakek tahu mamaku korban kdrt dulu buktinya waktu mamaku minta cerai menyalahkan mamaku,kakaknya istrinya langsung mamaku dipukulin didepan rumah cuman keluarga kakek mamaku korban kdrt buktinya mamaku cerai menyalahkan mamaku,"['kakaknya', 'bapak', 'istrinya', 'melihat', 'langsung', 'mamaku', 'dipukulin', 'didepan', 'rumah', 'bukan', 'cuman', 'keluarga', 'kakek', 'tahu', 'mamaku', 'korban', 'kdrt', 'dulu', 'buktinya', 'waktu', 'mamaku', 'minta', 'cerai', 'menyalahkan', 'mamaku']"
orang indonesia tuh mengapa ya hobi gerebek orang yang berhubungan seksual di luar nikah cepat tetapi giliran kdrt bilangnya aib dan bahkan korban diabaikan aneh sekali,negatif,orang indonesia tuh hobi gerebek orang berhubungan seksual luar nikah cepat giliran kdrt bilangnya aib korban diabaikan aneh sekali,orang indonesia tuh hobi gerebek orang berhubungan seksual nikah cepat giliran kdrt bilangnya aib korban diabaikan aneh,"['orang', 'indonesia', 'tuh', 'hobi', 'gerebek', 'orang', 'berhubungan', 'seksual', 'luar', 'nikah', 'cepat', 'giliran', 'kdrt', 'bilangnya', 'aib', 'korban', 'diabaikan', 'aneh', 'sekali']"
biasanya korban kdrt itu dimanipulasi kasihan sih,negatif,biasanya korban kdrt dimanipulasi kasihan sih,korban kdrt dimanipulasi kasihan sih,"['biasanya', 'korban', 'kdrt', 'dimanipulasi', 'kasihan', 'sih']"
saya membaca dua cuitan dari dua laki laki berbeda hanya dalam rentang waktu beberapa menit yang satu tidak memberi empati kepada wanita yang mengalami pelecehan seksual karena menurutnya korban juga salah karena berpacaran dan yang satunya menyalahkan wanita korban kekerasan dalam rumah tangga karena tidak melawan sakit sekali kedua orang itu,negatif,membaca cuitan dua laki laki berbeda rentang waktu beberapa menit satu memberi empati wanita mengalami pelecehan seksual menurutnya korban salah berpacaran satunya menyalahkan wanita korban kekerasan rumah tangga melawan sakit sekali kedua orang,membaca cuitan laki laki berbeda rentang menit empati wanita mengalami pelecehan seksual menurutnya korban salah berpacaran satunya menyalahkan wanita korban kekerasan rumah tangga melawan sakit orang,"['membaca', 'cuitan', 'dua', 'laki', 'laki', 'berbeda', 'rentang', 'waktu', 'beberapa', 'menit', 'satu', 'memberi', 'empati', 'wanita', 'mengalami', 'pelecehan', 'seksual', 'menurutnya', 'korban', 'salah', 'berpacaran', 'satunya', 'menyalahkan', 'wanita', 'korban', 'kekerasan', 'rumah', 'tangga', 'melawan', 'sakit', 'sekali', 'kedua', 'orang']"
